id,seed,creation_mode,gmean_inv,dem_fpr,dem_ppv,num_leaves,actual_depth,actual_leaves,criterion,max_depht,min_samples_split,max_leaf_nodes,class_weight
RO329DGO65,109,inicialization,0.18875425540736546,1.0,0.4,8,4,8,0,,2,,
T7FP26R1KT,109,inicialization,0.09417837268432339,1.0,0.16666666666666663,5,4,5,1,4,2,8,
97UE7LAVMI,109,inicialization,0.2546440075000701,1.0,0.0,4,3,4,1,3,17,6,8
J1XJLCBZY4,109,inicialization,0.42264973081037427,1.0,0.0,3,2,3,0,4,12,3,5
HDR3W4BD0E,109,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,2,4,0,4,31,4,4
Q5B560TM8H,109,inicialization,0.28388512596056703,1.0,0.19999999999999996,4,3,4,0,3,11,4,7
JWKRJQ1362,109,inicialization,0.28388512596056703,1.0,0.19999999999999996,4,3,4,0,4,6,4,8
1EDECMI52G,109,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,3,4,0,3,35,6,2
HJKHKH4YKV,109,inicialization,0.21553545944726393,0.175,0.33333333333333337,3,2,3,1,3,12,3,2
DJ0N8BOROR,109,inicialization,0.3867558593281334,1.0,0.6666666666666667,2,1,2,1,3,36,2,4
OO5EDIXPYH,109,inicialization,0.3867558593281334,1.0,0.6666666666666667,2,1,2,0,3,38,6,3
76KGV34BDU,109,inicialization,0.057190958417936644,1.0,0.0,6,4,6,1,4,2,8,4
68UCTABKPM,109,inicialization,0.28388512596056703,1.0,0.19999999999999996,4,3,4,0,4,22,4,7
G3DB0DP6TT,109,inicialization,0.28388512596056703,1.0,0.19999999999999996,5,4,5,0,4,17,7,8
DWYRYKELMF,109,inicialization,0.09417837268432339,1.0,0.16666666666666663,5,4,5,1,4,3,5,6
TSV1U17T0Y,109,inicialization,0.2546440075000701,1.0,0.0,3,2,3,1,4,30,6,6
UF1REEIBBR,109,inicialization,0.28388512596056703,1.0,0.19999999999999996,5,4,5,0,4,24,5,7
R7QHSXLRWH,109,inicialization,0.2546440075000701,1.0,0.0,2,1,2,1,4,17,2,6
8RMNHAFW2C,109,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,2,4,1,4,9,8,3
8OUEZMY399,109,inicialization,0.28388512596056703,1.0,0.19999999999999996,3,2,3,0,4,19,3,8
3WIBP6HKW1,109,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,2,4,1,3,8,7,4
YO9XB0J14Q,109,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,3,4,1,3,25,7,1
SIMXPCWZCR,109,inicialization,0.13274181921601214,0.07500000000000001,0.08333333333333337,4,2,4,0,3,15,7,4
EC5R36KOOL,109,inicialization,0.08013378899220014,0.07500000000000001,0.033333333333333326,4,2,4,0,4,22,4,2
