id,seed,creation_mode,gmean_inv,dem_fpr,actual_depth,actual_leaves,criterion,max_depht,min_samples_split,max_leaf_nodes,class_weight
WGAT7VSKWK,105,inicialization,0.03923107716947716,1.0,5,7,0,,2,,
JGZWK1Y35O,105,inicialization,0.03923107716947716,1.0,5,6,1,5,2,7,
LT7QDUHWLZ,105,inicialization,0.21553545944726382,0.13636363636363635,2,3,1,5,24,5,5
6YS7H0WSQI,105,inicialization,0.21553545944726382,0.13636363636363635,2,3,1,4,34,4,4
A9MNDLU126,105,inicialization,0.08013378899220014,1.0,4,5,1,4,5,5,4
TRPX0TFHG5,105,inicialization,0.18350341907227397,1.0,1,2,1,4,26,2,7
SNPHXL7NRR,105,inicialization,0.21553545944726382,0.13636363636363635,2,3,1,4,28,6,5
4AKJND2UPW,105,inicialization,0.173101769405277,0.3181818181818182,3,4,0,3,14,4,6
GOPQFRENCC,105,inicialization,0.21553545944726382,0.13636363636363635,2,3,1,4,38,5,4
2244L4ABIT,105,inicialization,0.18350341907227397,1.0,2,3,1,4,9,3,7
XNYC0F8226,105,inicialization,0.22650753184623817,0.3181818181818182,2,3,0,4,38,6,6
W38GLAG78E,105,inicialization,0.08013378899220014,1.0,3,4,1,4,18,7,3
3UG56L8QNY,105,inicialization,0.21553545944726393,0.2272727272727273,2,3,0,4,37,3,5
0Z307UUEAP,105,inicialization,0.21553545944726393,0.2272727272727273,2,3,0,5,30,4,5
4Q1WVCE4A4,105,inicialization,0.18350341907227397,1.0,2,3,1,4,33,6,8
RU1MG8QLRO,105,inicialization,0.09417837268432339,1.0,3,5,0,4,4,5,5
ZHC3DCU34D,105,inicialization,0.08013378899220014,1.0,4,6,0,4,9,6,1
932SNU88QX,105,inicialization,0.08013378899220014,1.0,3,4,1,5,8,4,4
UNWSG4V3YK,105,inicialization,0.1679497056621564,1.0,2,4,0,3,7,4,2
YL9YZS0MDI,105,inicialization,0.09417837268432339,1.0,3,5,0,5,6,5,5
FSX7HFFUCM,105,inicialization,0.21553545944726382,0.13636363636363635,2,3,1,4,6,3,5
AY9KK68RF9,105,inicialization,0.21553545944726382,0.13636363636363635,1,2,0,3,13,2,3
3N1PMVZRAE,105,inicialization,0.18350341907227397,1.0,2,3,1,4,29,6,8
B5DF8H7WAH,105,inicialization,0.21553545944726393,0.2272727272727273,2,3,0,5,36,7,5
57JKTONE6T,105,inicialization,0.173101769405277,0.3181818181818182,4,5,0,4,8,6,8
YJ01RPMDX6,105,inicialization,0.173101769405277,0.3181818181818182,3,4,0,3,19,5,7
IOBZPHIVKR,105,inicialization,0.09417837268432339,1.0,4,5,1,4,12,6,5
LOIQOD0ON2,105,inicialization,0.1679497056621564,1.0,3,5,1,5,17,5,2
F0QBZOMV0R,105,inicialization,0.08013378899220014,1.0,3,4,1,4,19,5,3
O83V1U8MSQ,105,inicialization,0.0,1.0,4,5,1,5,10,6,8
YFSQKRYYJK,105,inicialization,0.18350341907227397,1.0,1,2,1,5,13,2,3
WVFHTGYLE3,105,inicialization,0.08013378899220014,1.0,3,4,1,3,18,4,5
XIOV1ICEUS,105,inicialization,0.22650753184623817,0.3181818181818182,2,3,0,4,39,6,7
LQUOXIK200,105,inicialization,0.18350341907227397,1.0,2,3,1,4,32,3,9
7L036XRAZM,105,inicialization,0.22650753184623817,0.3181818181818182,2,3,0,4,5,3,7
G17MMTICQS,105,inicialization,0.18350341907227397,1.0,1,2,1,4,26,2,7
M21H8B377S,105,inicialization,0.08013378899220014,1.0,3,4,0,3,36,5,4
HWM6CMJSUH,105,inicialization,0.1679497056621564,1.0,2,3,1,4,13,3,2
45XTXM2FEI,105,inicialization,0.22650753184623817,0.3181818181818182,2,3,0,4,38,7,6
TPXJ0NY0SV,105,inicialization,0.173101769405277,0.3181818181818182,3,4,0,4,32,4,8
Y4KJCC9ZB1,105,inicialization,0.22650753184623817,0.3181818181818182,2,3,0,5,4,3,6
9C61DKM5GH,105,inicialization,0.21553545944726382,0.13636363636363635,2,3,1,4,32,7,4
